"Statistic Label","Census Year","County and City","Detailed Marital Status","Sex","UNIT","VALUE"
"Population","2016","Kilkenny","Married (first marriage)","Male","Number","18944"
"Population","2016","Kilkenny","Married (first marriage)","Female","Number","19025"
"Population","2016","Kilkenny","Re-married","Both sexes","Number","1295"
"Population","2016","Kilkenny","Re-married","Male","Number","706"
"Population","2016","Kilkenny","Re-married","Female","Number","589"
"Population","2016","Kilkenny","Registered Same-Sex Civil Partnership","Both sexes","Number","62"
"Population","2016","Kilkenny","Registered Same-Sex Civil Partnership","Male","Number","32"
"Population","2016","Kilkenny","Registered Same-Sex Civil Partnership","Female","Number","30"
"Population","2016","Kilkenny","Separated","Both sexes","Number","2444"
"Population","2016","Kilkenny","Separated","Male","Number","1109"
"Population","2016","Kilkenny","Separated","Female","Number","1335"
"Population","2016","Kilkenny","Divorced","Both sexes","Number","2020"
"Population","2016","Kilkenny","Divorced","Male","Number","867"
"Population","2016","Kilkenny","Divorced","Female","Number","1153"
"Population","2016","Kilkenny","Widowed","Both sexes","Number","4181"
"Population","2016","Kilkenny","Widowed","Male","Number","1040"
"Population","2016","Kilkenny","Widowed","Female","Number","3141"
"Population","2016","Laois","All marital status","Both sexes","Number","84697"
"Population","2016","Laois","All marital status","Male","Number","42811"
"Population","2016","Laois","All marital status","Female","Number","41886"
"Population","2016","Laois","Single","Both sexes","Number","45545"
"Population","2016","Laois","Single","Male","Number","24060"
"Population","2016","Laois","Single","Female","Number","21485"
"Population","2016","Laois","Married (first marriage)","Both sexes","Number","30793"
"Population","2016","Laois","Married (first marriage)","Male","Number","15426"
"Population","2016","Laois","Married (first marriage)","Female","Number","15367"
"Population","2016","Laois","Re-married","Both sexes","Number","1129"
"Population","2016","Laois","Re-married","Male","Number","630"
"Population","2016","Laois","Re-married","Female","Number","499"
"Population","2016","Laois","Registered Same-Sex Civil Partnership","Both sexes","Number","58"
"Population","2016","Laois","Registered Same-Sex Civil Partnership","Male","Number","39"
"Population","2016","Laois","Registered Same-Sex Civil Partnership","Female","Number","19"
"Population","2016","Laois","Separated","Both sexes","Number","2326"
"Population","2016","Laois","Separated","Male","Number","1075"
"Population","2016","Laois","Separated","Female","Number","1251"
"Population","2016","Laois","Divorced","Both sexes","Number","1784"
"Population","2016","Laois","Divorced","Male","Number","826"
"Population","2016","Laois","Divorced","Female","Number","958"
"Population","2016","Laois","Widowed","Both sexes","Number","3062"
"Population","2016","Laois","Widowed","Male","Number","755"
"Population","2016","Laois","Widowed","Female","Number","2307"
"Population","2016","Longford","All marital status","Both sexes","Number","40873"
"Population","2016","Longford","All marital status","Male","Number","20587"
"Population","2016","Longford","All marital status","Female","Number","20286"
"Population","2016","Longford","Single","Both sexes","Number","21405"
"Population","2016","Longford","Single","Male","Number","11458"
"Population","2016","Longford","Single","Female","Number","9947"
"Population","2016","Longford","Married (first marriage)","Both sexes","Number","14827"
"Population","2016","Longford","Married (first marriage)","Male","Number","7416"
"Population","2016","Longford","Married (first marriage)","Female","Number","7411"
"Population","2016","Longford","Re-married","Both sexes","Number","554"
"Population","2016","Longford","Re-married","Male","Number","308"
"Population","2016","Longford","Re-married","Female","Number","246"
"Population","2016","Longford","Registered Same-Sex Civil Partnership","Both sexes","Number","20"
"Population","2016","Longford","Registered Same-Sex Civil Partnership","Male","Number","18"
"Population","2016","Longford","Registered Same-Sex Civil Partnership","Female","Number","2"
"Population","2016","Longford","Separated","Both sexes","Number","1232"
"Population","2016","Longford","Separated","Male","Number","559"
"Population","2016","Longford","Separated","Female","Number","673"
"Population","2016","Longford","Divorced","Both sexes","Number","928"
"Population","2016","Longford","Divorced","Male","Number","392"
"Population","2016","Longford","Divorced","Female","Number","536"
"Population","2016","Longford","Widowed","Both sexes","Number","1907"
"Population","2016","Longford","Widowed","Male","Number","436"
"Population","2016","Longford","Widowed","Female","Number","1471"
"Population","2016","Louth","All marital status","Both sexes","Number","128884"
"Population","2016","Louth","All marital status","Male","Number","63633"
"Population","2016","Louth","All marital status","Female","Number","65251"
"Population","2016","Louth","Single","Both sexes","Number","69546"
"Population","2016","Louth","Single","Male","Number","35809"
"Population","2016","Louth","Single","Female","Number","33737"
"Population","2016","Louth","Married (first marriage)","Both sexes","Number","45663"
"Population","2016","Louth","Married (first marriage)","Male","Number","22708"
"Population","2016","Louth","Married (first marriage)","Female","Number","22955"
"Population","2016","Louth","Re-married","Both sexes","Number","1658"
"Population","2016","Louth","Re-married","Male","Number","919"
"Population","2016","Louth","Re-married","Female","Number","739"
"Population","2016","Louth","Registered Same-Sex Civil Partnership","Both sexes","Number","122"
"Population","2016","Louth","Registered Same-Sex Civil Partnership","Male","Number","76"
"Population","2016","Louth","Registered Same-Sex Civil Partnership","Female","Number","46"
"Population","2016","Louth","Separated","Both sexes","Number","3811"
"Population","2016","Louth","Separated","Male","Number","1615"
"Population","2016","Louth","Separated","Female","Number","2196"
"Population","2016","Louth","Divorced","Both sexes","Number","2971"
"Population","2016","Louth","Divorced","Male","Number","1230"
"Population","2016","Louth","Divorced","Female","Number","1741"
"Population","2016","Louth","Widowed","Both sexes","Number","5113"
"Population","2016","Louth","Widowed","Male","Number","1276"
"Population","2016","Louth","Widowed","Female","Number","3837"
"Population","2016","Meath","All marital status","Both sexes","Number","195044"
"Population","2016","Meath","All marital status","Male","Number","96776"
"Population","2016","Meath","All marital status","Female","Number","98268"
"Population","2016","Meath","Single","Both sexes","Number","101907"
"Population","2016","Meath","Single","Male","Number","52535"
"Population","2016","Meath","Single","Female","Number","49372"
"Population","2016","Meath","Married (first marriage)","Both sexes","Number","75066"
"Population","2016","Meath","Married (first marriage)","Male","Number","37332"
"Population","2016","Meath","Married (first marriage)","Female","Number","37734"
"Population","2016","Meath","Re-married","Both sexes","Number","2634"
"Population","2016","Meath","Re-married","Male","Number","1495"
"Population","2016","Meath","Re-married","Female","Number","1139"
"Population","2016","Meath","Registered Same-Sex Civil Partnership","Both sexes","Number","116"
"Population","2016","Meath","Registered Same-Sex Civil Partnership","Male","Number","67"
"Population","2016","Meath","Registered Same-Sex Civil Partnership","Female","Number","49"
"Population","2016","Meath","Separated","Both sexes","Number","4941"
"Population","2016","Meath","Separated","Male","Number","2146"
"Population","2016","Meath","Separated","Female","Number","2795"
"Population","2016","Meath","Divorced","Both sexes","Number","4004"
"Population","2016","Meath","Divorced","Male","Number","1634"
"Population","2016","Meath","Divorced","Female","Number","2370"
"Population","2016","Meath","Widowed","Both sexes","Number","6376"
"Population","2016","Meath","Widowed","Male","Number","1567"
"Population","2016","Meath","Widowed","Female","Number","4809"
"Population","2016","Offaly","All marital status","Both sexes","Number","77961"
"Population","2016","Offaly","All marital status","Male","Number","38838"
"Population","2016","Offaly","All marital status","Female","Number","39123"
"Population","2016","Offaly","Single","Both sexes","Number","40710"
"Population","2016","Offaly","Single","Male","Number","21291"
"Population","2016","Offaly","Single","Female","Number","19419"
"Population","2016","Offaly","Married (first marriage)","Both sexes","Number","29187"
"Population","2016","Offaly","Married (first marriage)","Male","Number","14599"
"Population","2016","Offaly","Married (first marriage)","Female","Number","14588"
"Population","2016","Offaly","Re-married","Both sexes","Number","908"
"Population","2016","Offaly","Re-married","Male","Number","485"
"Population","2016","Offaly","Re-married","Female","Number","423"
"Population","2016","Offaly","Registered Same-Sex Civil Partnership","Both sexes","Number","37"
"Population","2016","Offaly","Registered Same-Sex Civil Partnership","Male","Number","24"
"Population","2016","Offaly","Registered Same-Sex Civil Partnership","Female","Number","13"
"Population","2016","Offaly","Separated","Both sexes","Number","2179"
"Population","2016","Offaly","Separated","Male","Number","958"
"Population","2016","Offaly","Separated","Female","Number","1221"
"Population","2016","Offaly","Divorced","Both sexes","Number","1595"
"Population","2016","Offaly","Divorced","Male","Number","675"
"Population","2016","Offaly","Divorced","Female","Number","920"
"Population","2016","Offaly","Widowed","Both sexes","Number","3345"
"Population","2016","Offaly","Widowed","Male","Number","806"
"Population","2016","Offaly","Widowed","Female","Number","2539"
"Population","2016","Westmeath","All marital status","Both sexes","Number","88770"
"Population","2016","Westmeath","All marital status","Male","Number","44082"
"Population","2016","Westmeath","All marital status","Female","Number","44688"
"Population","2016","Westmeath","Single","Both sexes","Number","47125"
"Population","2016","Westmeath","Single","Male","Number","24457"
"Population","2016","Westmeath","Single","Female","Number","22668"
"Population","2016","Westmeath","Married (first marriage)","Both sexes","Number","32305"
"Population","2016","Westmeath","Married (first marriage)","Male","Number","16096"
"Population","2016","Westmeath","Married (first marriage)","Female","Number","16209"
"Population","2016","Westmeath","Re-married","Both sexes","Number","1136"
"Population","2016","Westmeath","Re-married","Male","Number","618"
"Population","2016","Westmeath","Re-married","Female","Number","518"
"Population","2016","Westmeath","Registered Same-Sex Civil Partnership","Both sexes","Number","48"
"Population","2016","Westmeath","Registered Same-Sex Civil Partnership","Male","Number","23"
"Population","2016","Westmeath","Registered Same-Sex Civil Partnership","Female","Number","25"
"Population","2016","Westmeath","Separated","Both sexes","Number","2531"
"Population","2016","Westmeath","Separated","Male","Number","1135"
"Population","2016","Westmeath","Separated","Female","Number","1396"
"Population","2016","Westmeath","Divorced","Both sexes","Number","2014"
"Population","2016","Westmeath","Divorced","Male","Number","866"
"Population","2016","Westmeath","Divorced","Female","Number","1148"
"Population","2016","Westmeath","Widowed","Both sexes","Number","3611"
"Population","2016","Westmeath","Widowed","Male","Number","887"
"Population","2016","Westmeath","Widowed","Female","Number","2724"
"Population","2016","Wexford","All marital status","Both sexes","Number","149722"
"Population","2016","Wexford","All marital status","Male","Number","73722"
"Population","2016","Wexford","All marital status","Female","Number","76000"
"Population","2016","Wexford","Single","Both sexes","Number","77364"
"Population","2016","Wexford","Single","Male","Number","39838"
"Population","2016","Wexford","Single","Female","Number","37526"
"Population","2016","Wexford","Married (first marriage)","Both sexes","Number","54683"
"Population","2016","Wexford","Married (first marriage)","Male","Number","27154"
"Population","2016","Wexford","Married (first marriage)","Female","Number","27529"
"Population","2016","Wexford","Re-married","Both sexes","Number","2506"
"Population","2016","Wexford","Re-married","Male","Number","1386"
"Population","2016","Wexford","Re-married","Female","Number","1120"
"Population","2016","Wexford","Registered Same-Sex Civil Partnership","Both sexes","Number","90"
"Population","2016","Wexford","Registered Same-Sex Civil Partnership","Male","Number","41"
"Population","2016","Wexford","Registered Same-Sex Civil Partnership","Female","Number","49"
"Population","2016","Wexford","Separated","Both sexes","Number","4504"
"Population","2016","Wexford","Separated","Male","Number","2000"
"Population","2016","Wexford","Separated","Female","Number","2504"
"Population","2016","Wexford","Divorced","Both sexes","Number","3834"
"Population","2016","Wexford","Divorced","Male","Number","1624"
"Population","2016","Wexford","Divorced","Female","Number","2210"
"Population","2016","Wexford","Widowed","Both sexes","Number","6741"
"Population","2016","Wexford","Widowed","Male","Number","1679"
"Population","2016","Wexford","Widowed","Female","Number","5062"
"Population","2016","Wicklow","All marital status","Both sexes","Number","142425"
"Population","2016","Wicklow","All marital status","Male","Number","70156"
"Population","2016","Wicklow","All marital status","Female","Number","72269"
"Population","2016","Wicklow","Single","Both sexes","Number","74084"
"Population","2016","Wicklow","Single","Male","Number","37881"
"Population","2016","Wicklow","Single","Female","Number","36203"
"Population","2016","Wicklow","Married (first marriage)","Both sexes","Number","53042"
"Population","2016","Wicklow","Married (first marriage)","Male","Number","26354"
"Population","2016","Wicklow","Married (first marriage)","Female","Number","26688"
"Population","2016","Wicklow","Re-married","Both sexes","Number","2331"
"Population","2016","Wicklow","Re-married","Male","Number","1340"
"Population","2016","Wicklow","Re-married","Female","Number","991"
"Population","2016","Wicklow","Registered Same-Sex Civil Partnership","Both sexes","Number","127"
"Population","2016","Wicklow","Registered Same-Sex Civil Partnership","Male","Number","76"
"Population","2016","Wicklow","Registered Same-Sex Civil Partnership","Female","Number","51"
"Population","2016","Wicklow","Separated","Both sexes","Number","3875"
"Population","2016","Wicklow","Separated","Male","Number","1709"
"Population","2016","Wicklow","Separated","Female","Number","2166"
"Population","2016","Wicklow","Divorced","Both sexes","Number","3574"
"Population","2016","Wicklow","Divorced","Male","Number","1447"
"Population","2016","Wicklow","Divorced","Female","Number","2127"
"Population","2016","Wicklow","Widowed","Both sexes","Number","5392"
"Population","2016","Wicklow","Widowed","Male","Number","1349"
"Population","2016","Wicklow","Widowed","Female","Number","4043"
"Population","2016","Clare","All marital status","Both sexes","Number","118817"
"Population","2016","Clare","All marital status","Male","Number","58785"
"Population","2016","Clare","All marital status","Female","Number","60032"
"Population","2016","Clare","Single","Both sexes","Number","60474"
"Population","2016","Clare","Single","Male","Number","31462"
"Population","2016","Clare","Single","Female","Number","29012"
"Population","2016","Clare","Married (first marriage)","Both sexes","Number","45363"
"Population","2016","Clare","Married (first marriage)","Male","Number","22525"
"Population","2016","Clare","Married (first marriage)","Female","Number","22838"
"Population","2016","Clare","Re-married","Both sexes","Number","1729"
"Population","2016","Clare","Re-married","Male","Number","965"
"Population","2016","Clare","Re-married","Female","Number","764"
"Population","2016","Clare","Registered Same-Sex Civil Partnership","Both sexes","Number","68"
"Population","2016","Clare","Registered Same-Sex Civil Partnership","Male","Number","30"
"Population","2016","Clare","Registered Same-Sex Civil Partnership","Female","Number","38"
"Population","2016","Clare","Separated","Both sexes","Number","3151"
"Population","2016","Clare","Separated","Male","Number","1408"
"Population","2016","Clare","Separated","Female","Number","1743"
"Population","2016","Clare","Divorced","Both sexes","Number","2674"
"Population","2016","Clare","Divorced","Male","Number","1133"
"Population","2016","Clare","Divorced","Female","Number","1541"
"Population","2016","Clare","Widowed","Both sexes","Number","5358"
"Population","2016","Clare","Widowed","Male","Number","1262"
"Population","2016","Clare","Widowed","Female","Number","4096"
"Population","2016","Cork City and Cork County","All marital status","Both sexes","Number","542868"
"Population","2016","Cork City and Cork County","All marital status","Male","Number","268675"
"Population","2016","Cork City and Cork County","All marital status","Female","Number","274193"
"Population","2016","Cork City and Cork County","Single","Both sexes","Number","289652"
"Population","2016","Cork City and Cork County","Single","Male","Number","149638"
"Population","2016","Cork City and Cork County","Single","Female","Number","140014"
"Population","2016","Cork City and Cork County","Married (first marriage)","Both sexes","Number","199255"
"Population","2016","Cork City and Cork County","Married (first marriage)","Male","Number","99250"
"Population","2016","Cork City and Cork County","Married (first marriage)","Female","Number","100005"
"Population","2016","Cork City and Cork County","Re-married","Both sexes","Number","6838"
"Population","2016","Cork City and Cork County","Re-married","Male","Number","3783"
"Population","2016","Cork City and Cork County","Re-married","Female","Number","3055"
"Population","2016","Cork City and Cork County","Registered Same-Sex Civil Partnership","Both sexes","Number","324"
"Population","2016","Cork City and Cork County","Registered Same-Sex Civil Partnership","Male","Number","157"
"Population","2016","Cork City and Cork County","Registered Same-Sex Civil Partnership","Female","Number","167"
"Population","2016","Cork City and Cork County","Separated","Both sexes","Number","12043"
"Population","2016","Cork City and Cork County","Separated","Male","Number","5288"
"Population","2016","Cork City and Cork County","Separated","Female","Number","6755"
"Population","2016","Cork City and Cork County","Divorced","Both sexes","Number","12041"
"Population","2016","Cork City and Cork County","Divorced","Male","Number","5172"
"Population","2016","Cork City and Cork County","Divorced","Female","Number","6869"
"Population","2016","Cork City and Cork County","Widowed","Both sexes","Number","22715"
"Population","2016","Cork City and Cork County","Widowed","Male","Number","5387"
"Population","2016","Cork City and Cork County","Widowed","Female","Number","17328"
"Population","2016","Kerry","All marital status","Both sexes","Number","147707"
"Population","2016","Kerry","All marital status","Male","Number","73055"
"Population","2016","Kerry","All marital status","Female","Number","74652"
"Population","2016","Kerry","Single","Both sexes","Number","73962"
"Population","2016","Kerry","Single","Male","Number","38666"
"Population","2016","Kerry","Single","Female","Number","35296"
"Population","2016","Kerry","Married (first marriage)","Both sexes","Number","57205"
"Population","2016","Kerry","Married (first marriage)","Male","Number","28450"
"Population","2016","Kerry","Married (first marriage)","Female","Number","28755"
"Population","2016","Kerry","Re-married","Both sexes","Number","2179"
"Population","2016","Kerry","Re-married","Male","Number","1159"
"Population","2016","Kerry","Re-married","Female","Number","1020"
"Population","2016","Kerry","Registered Same-Sex Civil Partnership","Both sexes","Number","76"
"Population","2016","Kerry","Registered Same-Sex Civil Partnership","Male","Number","41"
"Population","2016","Kerry","Registered Same-Sex Civil Partnership","Female","Number","35"
"Population","2016","Kerry","Separated","Both sexes","Number","3579"
"Population","2016","Kerry","Separated","Male","Number","1579"
"Population","2016","Kerry","Separated","Female","Number","2000"
"Population","2016","Kerry","Divorced","Both sexes","Number","3353"
"Population","2016","Kerry","Divorced","Male","Number","1433"
"Population","2016","Kerry","Divorced","Female","Number","1920"
"Population","2016","Kerry","Widowed","Both sexes","Number","7353"
"Population","2016","Kerry","Widowed","Male","Number","1727"
"Population","2016","Kerry","Widowed","Female","Number","5626"
"Population","2016","Limerick City and County","All marital status","Both sexes","Number","194899"
"Population","2016","Limerick City and County","All marital status","Male","Number","97340"
"Population","2016","Limerick City and County","All marital status","Female","Number","97559"
"Population","2016","Limerick City and County","Single","Both sexes","Number","105067"
"Population","2016","Limerick City and County","Single","Male","Number","55132"
"Population","2016","Limerick City and County","Single","Female","Number","49935"
"Population","2016","Limerick City and County","Married (first marriage)","Both sexes","Number","70272"
"Population","2016","Limerick City and County","Married (first marriage)","Male","Number","35100"
"Population","2016","Limerick City and County","Married (first marriage)","Female","Number","35172"
"Population","2016","Limerick City and County","Re-married","Both sexes","Number","2174"
"Population","2016","Limerick City and County","Re-married","Male","Number","1183"
"Population","2016","Limerick City and County","Re-married","Female","Number","991"
"Population","2016","Limerick City and County","Registered Same-Sex Civil Partnership","Both sexes","Number","126"
"Population","2016","Limerick City and County","Registered Same-Sex Civil Partnership","Male","Number","73"
"Population","2016","Limerick City and County","Registered Same-Sex Civil Partnership","Female","Number","53"
"Population","2016","Limerick City and County","Separated","Both sexes","Number","4947"
"Population","2016","Limerick City and County","Separated","Male","Number","2165"
"Population","2016","Limerick City and County","Separated","Female","Number","2782"
"Population","2016","Limerick City and County","Divorced","Both sexes","Number","3776"
"Population","2016","Limerick City and County","Divorced","Male","Number","1651"
"Population","2016","Limerick City and County","Divorced","Female","Number","2125"
"Population","2016","Limerick City and County","Widowed","Both sexes","Number","8537"
"Population","2016","Limerick City and County","Widowed","Male","Number","2036"
"Population","2016","Limerick City and County","Widowed","Female","Number","6501"
"Population","2016","Tipperary","All marital status","Both sexes","Number","159553"
"Population","2016","Tipperary","All marital status","Male","Number","79668"
"Population","2016","Tipperary","All marital status","Female","Number","79885"
"Population","2016","Tipperary","Single","Both sexes","Number","82365"
"Population","2016","Tipperary","Single","Male","Number","43648"
"Population","2016","Tipperary","Single","Female","Number","38717"
"Population","2016","Tipperary","Married (first marriage)","Both sexes","Number","59290"
"Population","2016","Tipperary","Married (first marriage)","Male","Number","29540"
"Population","2016","Tipperary","Married (first marriage)","Female","Number","29750"
"Population","2016","Tipperary","Re-married","Both sexes","Number","2005"
"Population","2016","Tipperary","Re-married","Male","Number","1096"
"Population","2016","Tipperary","Re-married","Female","Number","909"
"Population","2016","Tipperary","Registered Same-Sex Civil Partnership","Both sexes","Number","70"
"Population","2016","Tipperary","Registered Same-Sex Civil Partnership","Male","Number","40"
"Population","2016","Tipperary","Registered Same-Sex Civil Partnership","Female","Number","30"
"Population","2016","Tipperary","Separated","Both sexes","Number","4440"
"Population","2016","Tipperary","Separated","Male","Number","2015"
"Population","2016","Tipperary","Separated","Female","Number","2425"
"Population","2016","Tipperary","Divorced","Both sexes","Number","3573"
"Population","2016","Tipperary","Divorced","Male","Number","1564"
"Population","2016","Tipperary","Divorced","Female","Number","2009"
"Population","2016","Tipperary","Widowed","Both sexes","Number","7810"
"Population","2016","Tipperary","Widowed","Male","Number","1765"
"Population","2016","Tipperary","Widowed","Female","Number","6045"
"Population","2016","Waterford City and County","All marital status","Both sexes","Number","116176"
"Population","2016","Waterford City and County","All marital status","Male","Number","57651"
"Population","2016","Waterford City and County","All marital status","Female","Number","58525"
"Population","2016","Waterford City and County","Single","Both sexes","Number","61065"
"Population","2016","Waterford City and County","Single","Male","Number","31845"
"Population","2016","Waterford City and County","Single","Female","Number","29220"
"Population","2016","Waterford City and County","Married (first marriage)","Both sexes","Number","41927"
"Population","2016","Waterford City and County","Married (first marriage)","Male","Number","20821"
"Population","2016","Waterford City and County","Married (first marriage)","Female","Number","21106"
"Population","2016","Waterford City and County","Re-married","Both sexes","Number","1718"
"Population","2016","Waterford City and County","Re-married","Male","Number","958"
"Population","2016","Waterford City and County","Re-married","Female","Number","760"
"Population","2016","Waterford City and County","Registered Same-Sex Civil Partnership","Both sexes","Number","74"
"Population","2016","Waterford City and County","Registered Same-Sex Civil Partnership","Male","Number","48"
"Population","2016","Waterford City and County","Registered Same-Sex Civil Partnership","Female","Number","26"
"Population","2016","Waterford City and County","Separated","Both sexes","Number","3274"
"Population","2016","Waterford City and County","Separated","Male","Number","1456"
"Population","2016","Waterford City and County","Separated","Female","Number","1818"
"Population","2016","Waterford City and County","Divorced","Both sexes","Number","2813"
"Population","2016","Waterford City and County","Divorced","Male","Number","1184"
"Population","2016","Waterford City and County","Divorced","Female","Number","1629"
"Population","2016","Waterford City and County","Widowed","Both sexes","Number","5305"
"Population","2016","Waterford City and County","Widowed","Male","Number","1339"
"Population","2016","Waterford City and County","Widowed","Female","Number","3966"
"Population","2016","Galway City","All marital status","Both sexes","Number","78668"
"Population","2016","Galway City","All marital status","Male","Number","37800"
"Population","2016","Galway City","All marital status","Female","Number","40868"
"Population","2016","Galway City","Single","Both sexes","Number","48141"
"Population","2016","Galway City","Single","Male","Number","23617"
"Population","2016","Galway City","Single","Female","Number","24524"
"Population","2016","Galway City","Married (first marriage)","Both sexes","Number","23418"
"Population","2016","Galway City","Married (first marriage)","Male","Number","11680"
"Population","2016","Galway City","Married (first marriage)","Female","Number","11738"
"Population","2016","Galway City","Re-married","Both sexes","Number","845"
"Population","2016","Galway City","Re-married","Male","Number","463"
"Population","2016","Galway City","Re-married","Female","Number","382"
"Population","2016","Galway City","Registered Same-Sex Civil Partnership","Both sexes","Number","87"
"Population","2016","Galway City","Registered Same-Sex Civil Partnership","Male","Number","51"
"Population","2016","Galway City","Registered Same-Sex Civil Partnership","Female","Number","36"
"Population","2016","Galway City","Separated","Both sexes","Number","1693"
"Population","2016","Galway City","Separated","Male","Number","685"
"Population","2016","Galway City","Separated","Female","Number","1008"
"Population","2016","Galway City","Divorced","Both sexes","Number","1901"
"Population","2016","Galway City","Divorced","Male","Number","717"
"Population","2016","Galway City","Divorced","Female","Number","1184"
"Population","2016","Galway City","Widowed","Both sexes","Number","2583"
"Population","2016","Galway City","Widowed","Male","Number","587"
"Population","2016","Galway City","Widowed","Female","Number","1996"
"Population","2016","Galway County","All marital status","Both sexes","Number","179390"
"Population","2016","Galway County","All marital status","Male","Number","89863"
"Population","2016","Galway County","All marital status","Female","Number","89527"
"Population","2016","Galway County","Single","Both sexes","Number","91121"
"Population","2016","Galway County","Single","Male","Number","48373"
"Population","2016","Galway County","Single","Female","Number","42748"
"Population","2016","Galway County","Married (first marriage)","Both sexes","Number","71038"
"Population","2016","Galway County","Married (first marriage)","Male","Number","35320"
"Population","2016","Galway County","Married (first marriage)","Female","Number","35718"
"Population","2016","Galway County","Re-married","Both sexes","Number","2073"
"Population","2016","Galway County","Re-married","Male","Number","1168"
"Population","2016","Galway County","Re-married","Female","Number","905"
"Population","2016","Galway County","Registered Same-Sex Civil Partnership","Both sexes","Number","101"
"Population","2016","Galway County","Registered Same-Sex Civil Partnership","Male","Number","54"
"Population","2016","Galway County","Registered Same-Sex Civil Partnership","Female","Number","47"
"Population","2016","Galway County","Separated","Both sexes","Number","3848"
"Population","2016","Galway County","Separated","Male","Number","1751"
"Population","2016","Galway County","Separated","Female","Number","2097"
"Population","2016","Galway County","Divorced","Both sexes","Number","3303"
"Population","2016","Galway County","Divorced","Male","Number","1429"
"Population","2016","Galway County","Divorced","Female","Number","1874"
"Population","2016","Galway County","Widowed","Both sexes","Number","7906"
"Population","2016","Galway County","Widowed","Male","Number","1768"
"Population","2016","Galway County","Widowed","Female","Number","6138"
"Population","2016","Leitrim","All marital status","Both sexes","Number","32044"
"Population","2016","Leitrim","All marital status","Male","Number","16064"
"Population","2016","Leitrim","All marital status","Female","Number","15980"
"Population","2016","Leitrim","Single","Both sexes","Number","15921"
"Population","2016","Leitrim","Single","Male","Number","8545"
"Population","2016","Leitrim","Single","Female","Number","7376"
"Population","2016","Leitrim","Married (first marriage)","Both sexes","Number","12316"
"Population","2016","Leitrim","Married (first marriage)","Male","Number","6141"
"Population","2016","Leitrim","Married (first marriage)","Female","Number","6175"
"Population","2016","Leitrim","Re-married","Both sexes","Number","541"
"Population","2016","Leitrim","Re-married","Male","Number","285"
"Population","2016","Leitrim","Re-married","Female","Number","256"
"Population","2016","Leitrim","Registered Same-Sex Civil Partnership","Both sexes","Number","17"
"Population","2016","Leitrim","Registered Same-Sex Civil Partnership","Male","Number","7"
"Population","2016","Leitrim","Registered Same-Sex Civil Partnership","Female","Number","10"
"Population","2016","Leitrim","Separated","Both sexes","Number","796"
"Population","2016","Leitrim","Separated","Male","Number","373"
"Population","2016","Leitrim","Separated","Female","Number","423"
"Population","2016","Leitrim","Divorced","Both sexes","Number","727"
"Population","2016","Leitrim","Divorced","Male","Number","332"
"Population","2016","Leitrim","Divorced","Female","Number","395"
"Population","2016","Leitrim","Widowed","Both sexes","Number","1726"
"Population","2016","Leitrim","Widowed","Male","Number","381"
"Population","2016","Leitrim","Widowed","Female","Number","1345"
"Population","2016","Mayo","All marital status","Both sexes","Number","130507"
"Population","2016","Mayo","All marital status","Male","Number","65047"
"Population","2016","Mayo","All marital status","Female","Number","65460"
"Population","2016","Mayo","Single","Both sexes","Number","65426"
"Population","2016","Mayo","Single","Male","Number","34810"
"Population","2016","Mayo","Single","Female","Number","30616"
"Population","2016","Mayo","Married (first marriage)","Both sexes","Number","50586"
"Population","2016","Mayo","Married (first marriage)","Male","Number","25092"
"Population","2016","Mayo","Married (first marriage)","Female","Number","25494"
"Population","2016","Mayo","Re-married","Both sexes","Number","1693"
"Population","2016","Mayo","Re-married","Male","Number","950"
"Population","2016","Mayo","Re-married","Female","Number","743"
"Population","2016","Mayo","Registered Same-Sex Civil Partnership","Both sexes","Number","66"
"Population","2016","Mayo","Registered Same-Sex Civil Partnership","Male","Number","36"
"Population","2016","Mayo","Registered Same-Sex Civil Partnership","Female","Number","30"
"Population","2016","Mayo","Separated","Both sexes","Number","3158"
"Population","2016","Mayo","Separated","Male","Number","1409"
"Population","2016","Mayo","Separated","Female","Number","1749"
"Population","2016","Mayo","Divorced","Both sexes","Number","2784"
"Population","2016","Mayo","Divorced","Male","Number","1205"
"Population","2016","Mayo","Divorced","Female","Number","1579"
"Population","2016","Mayo","Widowed","Both sexes","Number","6794"
"Population","2016","Mayo","Widowed","Male","Number","1545"
"Population","2016","Mayo","Widowed","Female","Number","5249"
"Population","2016","Roscommon","All marital status","Both sexes","Number","64544"
"Population","2016","Roscommon","All marital status","Male","Number","32377"
"Population","2016","Roscommon","All marital status","Female","Number","32167"
"Population","2016","Roscommon","Single","Both sexes","Number","31990"
"Population","2016","Roscommon","Single","Male","Number","17211"
"Population","2016","Roscommon","Single","Female","Number","14779"
"Population","2016","Roscommon","Married (first marriage)","Both sexes","Number","25192"
"Population","2016","Roscommon","Married (first marriage)","Male","Number","12556"
"Population","2016","Roscommon","Married (first marriage)","Female","Number","12636"
"Population","2016","Roscommon","Re-married","Both sexes","Number","921"
"Population","2016","Roscommon","Re-married","Male","Number","480"
"Population","2016","Roscommon","Re-married","Female","Number","441"
"Population","2016","Roscommon","Registered Same-Sex Civil Partnership","Both sexes","Number","33"
"Population","2016","Roscommon","Registered Same-Sex Civil Partnership","Male","Number","21"
"Population","2016","Roscommon","Registered Same-Sex Civil Partnership","Female","Number","12"
