"Statistic Label","Year","County","Sex","UNIT","VALUE"
"Mean Annual Earnings","2021","Galway","Female","Euro","42847"
"Mean Annual Earnings","2021","Leitrim","Both sexes","Euro","42322"
"Mean Annual Earnings","2021","Leitrim","Male","Euro","45362"
"Mean Annual Earnings","2021","Leitrim","Female","Euro","39447"
"Mean Annual Earnings","2021","Mayo","Both sexes","Euro","42954"
"Mean Annual Earnings","2021","Mayo","Male","Euro","46540"
"Mean Annual Earnings","2021","Mayo","Female","Euro","39424"
"Mean Annual Earnings","2021","Roscommon","Both sexes","Euro","43858"
"Mean Annual Earnings","2021","Roscommon","Male","Euro","47494"
"Mean Annual Earnings","2021","Roscommon","Female","Euro","40280"
"Mean Annual Earnings","2021","Sligo","Both sexes","Euro","44756"
"Mean Annual Earnings","2021","Sligo","Male","Euro","48011"
"Mean Annual Earnings","2021","Sligo","Female","Euro","41621"
"Mean Annual Earnings","2021","Cavan","Both sexes","Euro","42942"
"Mean Annual Earnings","2021","Cavan","Male","Euro","46876"
"Mean Annual Earnings","2021","Cavan","Female","Euro","38755"
"Mean Annual Earnings","2021","Donegal","Both sexes","Euro","39288"
"Mean Annual Earnings","2021","Donegal","Male","Euro","41299"
"Mean Annual Earnings","2021","Donegal","Female","Euro","37363"
"Mean Annual Earnings","2021","Monaghan","Both sexes","Euro","39904"
"Mean Annual Earnings","2021","Monaghan","Male","Euro","42404"
"Mean Annual Earnings","2021","Monaghan","Female","Euro","37286"
"Mean Annual Earnings","2022","All counties (1)","Both sexes","Euro","52053"
"Mean Annual Earnings","2022","All counties (1)","Male","Euro","58612"
"Mean Annual Earnings","2022","All counties (1)","Female","Euro","45151"
"Mean Annual Earnings","2022","Carlow","Both sexes","Euro","44000"
"Mean Annual Earnings","2022","Carlow","Male","Euro","48548"
"Mean Annual Earnings","2022","Carlow","Female","Euro","38901"
"Mean Annual Earnings","2022","Dublin","Both sexes","Euro","60804"
"Mean Annual Earnings","2022","Dublin","Male","Euro","68913"
"Mean Annual Earnings","2022","Dublin","Female","Euro","52185"
"Mean Annual Earnings","2022","Kildare","Both sexes","Euro","55861"
"Mean Annual Earnings","2022","Kildare","Male","Euro","63990"
"Mean Annual Earnings","2022","Kildare","Female","Euro","46811"
"Mean Annual Earnings","2022","Kilkenny","Both sexes","Euro","46510"
"Mean Annual Earnings","2022","Kilkenny","Male","Euro","51663"
"Mean Annual Earnings","2022","Kilkenny","Female","Euro","41541"
"Mean Annual Earnings","2022","Laois","Both sexes","Euro","46563"
"Mean Annual Earnings","2022","Laois","Male","Euro","51801"
"Mean Annual Earnings","2022","Laois","Female","Euro","40977"
"Mean Annual Earnings","2022","Longford","Both sexes","Euro","41418"
"Mean Annual Earnings","2022","Longford","Male","Euro","44757"
"Mean Annual Earnings","2022","Longford","Female","Euro","37920"
"Mean Annual Earnings","2022","Louth","Both sexes","Euro","45905"
"Mean Annual Earnings","2022","Louth","Male","Euro","50945"
"Mean Annual Earnings","2022","Louth","Female","Euro","40447"
"Mean Annual Earnings","2022","Meath","Both sexes","Euro","53018"
"Mean Annual Earnings","2022","Meath","Male","Euro","60747"
"Mean Annual Earnings","2022","Meath","Female","Euro","44586"
"Mean Annual Earnings","2022","Offaly","Both sexes","Euro","44108"
"Mean Annual Earnings","2022","Offaly","Male","Euro","48442"
"Mean Annual Earnings","2022","Offaly","Female","Euro","39376"
"Mean Annual Earnings","2022","Westmeath","Both sexes","Euro","46782"
"Mean Annual Earnings","2022","Westmeath","Male","Euro","51630"
"Mean Annual Earnings","2022","Westmeath","Female","Euro","41641"
"Mean Annual Earnings","2022","Wexford","Both sexes","Euro","42906"
"Mean Annual Earnings","2022","Wexford","Male","Euro","47315"
"Mean Annual Earnings","2022","Wexford","Female","Euro","38338"
"Mean Annual Earnings","2022","Wicklow","Both sexes","Euro","55361"
"Mean Annual Earnings","2022","Wicklow","Male","Euro","64176"
"Mean Annual Earnings","2022","Wicklow","Female","Euro","46203"
"Mean Annual Earnings","2022","Clare","Both sexes","Euro","48576"
"Mean Annual Earnings","2022","Clare","Male","Euro","54410"
"Mean Annual Earnings","2022","Clare","Female","Euro","42665"
"Mean Annual Earnings","2022","Cork","Both sexes","Euro","52284"
"Mean Annual Earnings","2022","Cork","Male","Euro","60075"
"Mean Annual Earnings","2022","Cork","Female","Euro","43951"
"Mean Annual Earnings","2022","Kerry","Both sexes","Euro","42674"
"Mean Annual Earnings","2022","Kerry","Male","Euro","47226"
"Mean Annual Earnings","2022","Kerry","Female","Euro","38244"
"Mean Annual Earnings","2022","Limerick","Both sexes","Euro","49272"
"Mean Annual Earnings","2022","Limerick","Male","Euro","55317"
"Mean Annual Earnings","2022","Limerick","Female","Euro","42759"
"Mean Annual Earnings","2022","Tipperary","Both sexes","Euro","44678"
"Mean Annual Earnings","2022","Tipperary","Male","Euro","49534"
"Mean Annual Earnings","2022","Tipperary","Female","Euro","39821"
"Mean Annual Earnings","2022","Waterford","Both sexes","Euro","46308"
"Mean Annual Earnings","2022","Waterford","Male","Euro","52197"
"Mean Annual Earnings","2022","Waterford","Female","Euro","40126"
"Mean Annual Earnings","2022","Galway","Both sexes","Euro","48765"
"Mean Annual Earnings","2022","Galway","Male","Euro","53684"
"Mean Annual Earnings","2022","Galway","Female","Euro","43868"
"Mean Annual Earnings","2022","Leitrim","Both sexes","Euro","42924"
"Mean Annual Earnings","2022","Leitrim","Male","Euro","45628"
"Mean Annual Earnings","2022","Leitrim","Female","Euro","40357"
"Mean Annual Earnings","2022","Mayo","Both sexes","Euro","43480"
"Mean Annual Earnings","2022","Mayo","Male","Euro","47428"
"Mean Annual Earnings","2022","Mayo","Female","Euro","39571"
"Mean Annual Earnings","2022","Roscommon","Both sexes","Euro","44833"
"Mean Annual Earnings","2022","Roscommon","Male","Euro","48550"
"Mean Annual Earnings","2022","Roscommon","Female","Euro","41124"
"Mean Annual Earnings","2022","Sligo","Both sexes","Euro","45599"
"Mean Annual Earnings","2022","Sligo","Male","Euro","49222"
"Mean Annual Earnings","2022","Sligo","Female","Euro","42206"
"Mean Annual Earnings","2022","Cavan","Both sexes","Euro","43183"
"Mean Annual Earnings","2022","Cavan","Male","Euro","47515"
"Mean Annual Earnings","2022","Cavan","Female","Euro","38613"
"Mean Annual Earnings","2022","Donegal","Both sexes","Euro","39156"
"Mean Annual Earnings","2022","Donegal","Male","Euro","41474"
"Mean Annual Earnings","2022","Donegal","Female","Euro","36931"
"Mean Annual Earnings","2022","Monaghan","Both sexes","Euro","40024"
"Mean Annual Earnings","2022","Monaghan","Male","Euro","42953"
"Mean Annual Earnings","2022","Monaghan","Female","Euro","36939"
"Median Annual Earnings","2011","All counties (1)","Both sexes","Euro","33157"
"Median Annual Earnings","2011","All counties (1)","Male","Euro","37492"
"Median Annual Earnings","2011","All counties (1)","Female","Euro","29189"
"Median Annual Earnings","2011","Carlow","Both sexes","Euro","30528"
"Median Annual Earnings","2011","Carlow","Male","Euro","33302"
"Median Annual Earnings","2011","Carlow","Female","Euro","27181"
"Median Annual Earnings","2011","Dublin","Both sexes","Euro","35825"
"Median Annual Earnings","2011","Dublin","Male","Euro","40180"
"Median Annual Earnings","2011","Dublin","Female","Euro","31690"
"Median Annual Earnings","2011","Kildare","Both sexes","Euro","35733"
"Median Annual Earnings","2011","Kildare","Male","Euro","41020"
"Median Annual Earnings","2011","Kildare","Female","Euro","30394"
"Median Annual Earnings","2011","Kilkenny","Both sexes","Euro","32016"
"Median Annual Earnings","2011","Kilkenny","Male","Euro","36407"
"Median Annual Earnings","2011","Kilkenny","Female","Euro","28710"
"Median Annual Earnings","2011","Laois","Both sexes","Euro","33532"
"Median Annual Earnings","2011","Laois","Male","Euro","37703"
"Median Annual Earnings","2011","Laois","Female","Euro","30002"
"Median Annual Earnings","2011","Longford","Both sexes","Euro","29178"
"Median Annual Earnings","2011","Longford","Male","Euro","31716"
"Median Annual Earnings","2011","Longford","Female","Euro","26600"
"Median Annual Earnings","2011","Louth","Both sexes","Euro","31081"
"Median Annual Earnings","2011","Louth","Male","Euro","35293"
"Median Annual Earnings","2011","Louth","Female","Euro","27028"
"Median Annual Earnings","2011","Meath","Both sexes","Euro","34996"
"Median Annual Earnings","2011","Meath","Male","Euro","40673"
"Median Annual Earnings","2011","Meath","Female","Euro","29860"
"Median Annual Earnings","2011","Offaly","Both sexes","Euro","31370"
"Median Annual Earnings","2011","Offaly","Male","Euro","34819"
"Median Annual Earnings","2011","Offaly","Female","Euro","27728"
"Median Annual Earnings","2011","Westmeath","Both sexes","Euro","32558"
"Median Annual Earnings","2011","Westmeath","Male","Euro","36237"
"Median Annual Earnings","2011","Westmeath","Female","Euro","28420"
"Median Annual Earnings","2011","Wexford","Both sexes","Euro","28952"
"Median Annual Earnings","2011","Wexford","Male","Euro","32904"
"Median Annual Earnings","2011","Wexford","Female","Euro","25583"
"Median Annual Earnings","2011","Wicklow","Both sexes","Euro","34059"
"Median Annual Earnings","2011","Wicklow","Male","Euro","40025"
"Median Annual Earnings","2011","Wicklow","Female","Euro","29003"
"Median Annual Earnings","2011","Clare","Both sexes","Euro","32770"
"Median Annual Earnings","2011","Clare","Male","Euro","37726"
"Median Annual Earnings","2011","Clare","Female","Euro","28480"
"Median Annual Earnings","2011","Cork","Both sexes","Euro","33021"
"Median Annual Earnings","2011","Cork","Male","Euro","38638"
"Median Annual Earnings","2011","Cork","Female","Euro","28118"
"Median Annual Earnings","2011","Kerry","Both sexes","Euro","29244"
"Median Annual Earnings","2011","Kerry","Male","Euro","33007"
"Median Annual Earnings","2011","Kerry","Female","Euro","26000"
"Median Annual Earnings","2011","Limerick","Both sexes","Euro","32174"
"Median Annual Earnings","2011","Limerick","Male","Euro","36684"
"Median Annual Earnings","2011","Limerick","Female","Euro","28027"
"Median Annual Earnings","2011","Tipperary","Both sexes","Euro","31224"
"Median Annual Earnings","2011","Tipperary","Male","Euro","35042"
"Median Annual Earnings","2011","Tipperary","Female","Euro","27489"
"Median Annual Earnings","2011","Waterford","Both sexes","Euro","32145"
"Median Annual Earnings","2011","Waterford","Male","Euro","37516"
"Median Annual Earnings","2011","Waterford","Female","Euro","27360"
"Median Annual Earnings","2011","Galway","Both sexes","Euro","32330"
"Median Annual Earnings","2011","Galway","Male","Euro","35014"
"Median Annual Earnings","2011","Galway","Female","Euro","29946"
"Median Annual Earnings","2011","Leitrim","Both sexes","Euro","31443"
"Median Annual Earnings","2011","Leitrim","Male","Euro","33707"
"Median Annual Earnings","2011","Leitrim","Female","Euro","29374"
"Median Annual Earnings","2011","Mayo","Both sexes","Euro","30000"
"Median Annual Earnings","2011","Mayo","Male","Euro","32623"
"Median Annual Earnings","2011","Mayo","Female","Euro","27244"
"Median Annual Earnings","2011","Roscommon","Both sexes","Euro","31769"
"Median Annual Earnings","2011","Roscommon","Male","Euro","35062"
"Median Annual Earnings","2011","Roscommon","Female","Euro","28951"
"Median Annual Earnings","2011","Sligo","Both sexes","Euro","32112"
"Median Annual Earnings","2011","Sligo","Male","Euro","34563"
"Median Annual Earnings","2011","Sligo","Female","Euro","30046"
"Median Annual Earnings","2011","Cavan","Both sexes","Euro","30119"
"Median Annual Earnings","2011","Cavan","Male","Euro","32839"
"Median Annual Earnings","2011","Cavan","Female","Euro","27238"
"Median Annual Earnings","2011","Donegal","Both sexes","Euro","27311"
"Median Annual Earnings","2011","Donegal","Male","Euro","29276"
"Median Annual Earnings","2011","Donegal","Female","Euro","25520"
"Median Annual Earnings","2011","Monaghan","Both sexes","Euro","27674"
"Median Annual Earnings","2011","Monaghan","Male","Euro","29496"
"Median Annual Earnings","2011","Monaghan","Female","Euro","25670"
"Median Annual Earnings","2012","All counties (1)","Both sexes","Euro","32900"
"Median Annual Earnings","2012","All counties (1)","Male","Euro","36860"
"Median Annual Earnings","2012","All counties (1)","Female","Euro","29189"
"Median Annual Earnings","2012","Carlow","Both sexes","Euro","30161"
"Median Annual Earnings","2012","Carlow","Male","Euro","32395"
"Median Annual Earnings","2012","Carlow","Female","Euro","27152"
"Median Annual Earnings","2012","Dublin","Both sexes","Euro","35550"
"Median Annual Earnings","2012","Dublin","Male","Euro","39663"
"Median Annual Earnings","2012","Dublin","Female","Euro","31716"
"Median Annual Earnings","2012","Kildare","Both sexes","Euro","35297"
"Median Annual Earnings","2012","Kildare","Male","Euro","40000"
"Median Annual Earnings","2012","Kildare","Female","Euro","30280"
"Median Annual Earnings","2012","Kilkenny","Both sexes","Euro","31837"
"Median Annual Earnings","2012","Kilkenny","Male","Euro","35649"
"Median Annual Earnings","2012","Kilkenny","Female","Euro","28767"
"Median Annual Earnings","2012","Laois","Both sexes","Euro","32982"
"Median Annual Earnings","2012","Laois","Male","Euro","36890"
"Median Annual Earnings","2012","Laois","Female","Euro","29570"
"Median Annual Earnings","2012","Longford","Both sexes","Euro","29074"
"Median Annual Earnings","2012","Longford","Male","Euro","31335"
"Median Annual Earnings","2012","Longford","Female","Euro","26954"
"Median Annual Earnings","2012","Louth","Both sexes","Euro","30274"
"Median Annual Earnings","2012","Louth","Male","Euro","34617"
"Median Annual Earnings","2012","Louth","Female","Euro","26000"
"Median Annual Earnings","2012","Meath","Both sexes","Euro","34454"
"Median Annual Earnings","2012","Meath","Male","Euro","39762"
"Median Annual Earnings","2012","Meath","Female","Euro","29851"
"Median Annual Earnings","2012","Offaly","Both sexes","Euro","31188"
"Median Annual Earnings","2012","Offaly","Male","Euro","34253"
"Median Annual Earnings","2012","Offaly","Female","Euro","27853"
"Median Annual Earnings","2012","Westmeath","Both sexes","Euro","32114"
"Median Annual Earnings","2012","Westmeath","Male","Euro","35646"
"Median Annual Earnings","2012","Westmeath","Female","Euro","28339"
"Median Annual Earnings","2012","Wexford","Both sexes","Euro","28914"
"Median Annual Earnings","2012","Wexford","Male","Euro","32407"
"Median Annual Earnings","2012","Wexford","Female","Euro","25645"
"Median Annual Earnings","2012","Wicklow","Both sexes","Euro","33766"
"Median Annual Earnings","2012","Wicklow","Male","Euro","39000"
"Median Annual Earnings","2012","Wicklow","Female","Euro","28999"
"Median Annual Earnings","2012","Clare","Both sexes","Euro","32739"
"Median Annual Earnings","2012","Clare","Male","Euro","37266"
"Median Annual Earnings","2012","Clare","Female","Euro","28636"
"Median Annual Earnings","2012","Cork","Both sexes","Euro","32986"
"Median Annual Earnings","2012","Cork","Male","Euro","38213"
"Median Annual Earnings","2012","Cork","Female","Euro","28288"
"Median Annual Earnings","2012","Kerry","Both sexes","Euro","29069"
"Median Annual Earnings","2012","Kerry","Male","Euro","32664"
"Median Annual Earnings","2012","Kerry","Female","Euro","26000"
"Median Annual Earnings","2012","Limerick","Both sexes","Euro","32178"
"Median Annual Earnings","2012","Limerick","Male","Euro","36497"
"Median Annual Earnings","2012","Limerick","Female","Euro","28058"
"Median Annual Earnings","2012","Tipperary","Both sexes","Euro","30993"
"Median Annual Earnings","2012","Tipperary","Male","Euro","34426"
"Median Annual Earnings","2012","Tipperary","Female","Euro","27543"
"Median Annual Earnings","2012","Waterford","Both sexes","Euro","31595"
"Median Annual Earnings","2012","Waterford","Male","Euro","36645"
"Median Annual Earnings","2012","Waterford","Female","Euro","26889"
"Median Annual Earnings","2012","Galway","Both sexes","Euro","31816"
"Median Annual Earnings","2012","Galway","Male","Euro","34216"
"Median Annual Earnings","2012","Galway","Female","Euro","29725"
"Median Annual Earnings","2012","Leitrim","Both sexes","Euro","30834"
"Median Annual Earnings","2012","Leitrim","Male","Euro","32602"
"Median Annual Earnings","2012","Leitrim","Female","Euro","29103"
"Median Annual Earnings","2012","Mayo","Both sexes","Euro","29999"
"Median Annual Earnings","2012","Mayo","Male","Euro","32418"
"Median Annual Earnings","2012","Mayo","Female","Euro","27274"
"Median Annual Earnings","2012","Roscommon","Both sexes","Euro","31326"
"Median Annual Earnings","2012","Roscommon","Male","Euro","34307"
"Median Annual Earnings","2012","Roscommon","Female","Euro","28803"
"Median Annual Earnings","2012","Sligo","Both sexes","Euro","32014"
"Median Annual Earnings","2012","Sligo","Male","Euro","33719"
"Median Annual Earnings","2012","Sligo","Female","Euro","30411"
"Median Annual Earnings","2012","Cavan","Both sexes","Euro","30000"
"Median Annual Earnings","2012","Cavan","Male","Euro","32467"
"Median Annual Earnings","2012","Cavan","Female","Euro","27272"
"Median Annual Earnings","2012","Donegal","Both sexes","Euro","27125"
"Median Annual Earnings","2012","Donegal","Male","Euro","28670"
"Median Annual Earnings","2012","Donegal","Female","Euro","25687"
"Median Annual Earnings","2012","Monaghan","Both sexes","Euro","27735"
"Median Annual Earnings","2012","Monaghan","Male","Euro","29428"
"Median Annual Earnings","2012","Monaghan","Female","Euro","25907"
"Median Annual Earnings","2013","All counties (1)","Both sexes","Euro","33059"
"Median Annual Earnings","2013","All counties (1)","Male","Euro","36907"
"Median Annual Earnings","2013","All counties (1)","Female","Euro","29526"
"Median Annual Earnings","2013","Carlow","Both sexes","Euro","30627"
"Median Annual Earnings","2013","Carlow","Male","Euro","32958"
"Median Annual Earnings","2013","Carlow","Female","Euro","27413"
"Median Annual Earnings","2013","Dublin","Both sexes","Euro","35704"
"Median Annual Earnings","2013","Dublin","Male","Euro","39790"
"Median Annual Earnings","2013","Dublin","Female","Euro","31959"
"Median Annual Earnings","2013","Kildare","Both sexes","Euro","35460"
"Median Annual Earnings","2013","Kildare","Male","Euro","40129"
"Median Annual Earnings","2013","Kildare","Female","Euro","30603"
"Median Annual Earnings","2013","Kilkenny","Both sexes","Euro","32008"
"Median Annual Earnings","2013","Kilkenny","Male","Euro","35785"
"Median Annual Earnings","2013","Kilkenny","Female","Euro","29036"
"Median Annual Earnings","2013","Laois","Both sexes","Euro","33284"
"Median Annual Earnings","2013","Laois","Male","Euro","36902"
"Median Annual Earnings","2013","Laois","Female","Euro","30000"
"Median Annual Earnings","2013","Longford","Both sexes","Euro","29540"
"Median Annual Earnings","2013","Longford","Male","Euro","31255"
"Median Annual Earnings","2013","Longford","Female","Euro","27612"
"Median Annual Earnings","2013","Louth","Both sexes","Euro","30929"
"Median Annual Earnings","2013","Louth","Male","Euro","34579"
"Median Annual Earnings","2013","Louth","Female","Euro","27276"
"Median Annual Earnings","2013","Meath","Both sexes","Euro","34722"
"Median Annual Earnings","2013","Meath","Male","Euro","39976"
"Median Annual Earnings","2013","Meath","Female","Euro","30226"
"Median Annual Earnings","2013","Offaly","Both sexes","Euro","31315"
"Median Annual Earnings","2013","Offaly","Male","Euro","34500"
"Median Annual Earnings","2013","Offaly","Female","Euro","28346"
"Median Annual Earnings","2013","Westmeath","Both sexes","Euro","32160"
"Median Annual Earnings","2013","Westmeath","Male","Euro","35532"
"Median Annual Earnings","2013","Westmeath","Female","Euro","28640"
"Median Annual Earnings","2013","Wexford","Both sexes","Euro","29003"
"Median Annual Earnings","2013","Wexford","Male","Euro","31999"
"Median Annual Earnings","2013","Wexford","Female","Euro","25928"
"Median Annual Earnings","2013","Wicklow","Both sexes","Euro","33771"
"Median Annual Earnings","2013","Wicklow","Male","Euro","38728"
"Median Annual Earnings","2013","Wicklow","Female","Euro","29242"
"Median Annual Earnings","2013","Clare","Both sexes","Euro","32737"
"Median Annual Earnings","2013","Clare","Male","Euro","36764"
"Median Annual Earnings","2013","Clare","Female","Euro","28910"
"Median Annual Earnings","2013","Cork","Both sexes","Euro","33208"
"Median Annual Earnings","2013","Cork","Male","Euro","38316"
"Median Annual Earnings","2013","Cork","Female","Euro","28600"
"Median Annual Earnings","2013","Kerry","Both sexes","Euro","29193"
"Median Annual Earnings","2013","Kerry","Male","Euro","32580"
"Median Annual Earnings","2013","Kerry","Female","Euro","26190"
"Median Annual Earnings","2013","Limerick","Both sexes","Euro","32373"
"Median Annual Earnings","2013","Limerick","Male","Euro","36672"
"Median Annual Earnings","2013","Limerick","Female","Euro","28451"
"Median Annual Earnings","2013","Tipperary","Both sexes","Euro","31242"
"Median Annual Earnings","2013","Tipperary","Male","Euro","34416"
"Median Annual Earnings","2013","Tipperary","Female","Euro","27955"
"Median Annual Earnings","2013","Waterford","Both sexes","Euro","31649"
"Median Annual Earnings","2013","Waterford","Male","Euro","36562"
"Median Annual Earnings","2013","Waterford","Female","Euro","27395"
"Median Annual Earnings","2013","Galway","Both sexes","Euro","32227"
"Median Annual Earnings","2013","Galway","Male","Euro","34557"
"Median Annual Earnings","2013","Galway","Female","Euro","30062"
"Median Annual Earnings","2013","Leitrim","Both sexes","Euro","31075"
"Median Annual Earnings","2013","Leitrim","Male","Euro","32583"
"Median Annual Earnings","2013","Leitrim","Female","Euro","29846"
"Median Annual Earnings","2013","Mayo","Both sexes","Euro","30081"
"Median Annual Earnings","2013","Mayo","Male","Euro","32440"
"Median Annual Earnings","2013","Mayo","Female","Euro","27387"
"Median Annual Earnings","2013","Roscommon","Both sexes","Euro","31499"
"Median Annual Earnings","2013","Roscommon","Male","Euro","34200"
"Median Annual Earnings","2013","Roscommon","Female","Euro","29207"
"Median Annual Earnings","2013","Sligo","Both sexes","Euro","32358"
"Median Annual Earnings","2013","Sligo","Male","Euro","33920"
"Median Annual Earnings","2013","Sligo","Female","Euro","30548"
"Median Annual Earnings","2013","Cavan","Both sexes","Euro","30063"
"Median Annual Earnings","2013","Cavan","Male","Euro","32523"
"Median Annual Earnings","2013","Cavan","Female","Euro","27467"
"Median Annual Earnings","2013","Donegal","Both sexes","Euro","26993"
"Median Annual Earnings","2013","Donegal","Male","Euro","28189"
"Median Annual Earnings","2013","Donegal","Female","Euro","25773"
"Median Annual Earnings","2013","Monaghan","Both sexes","Euro","27478"
"Median Annual Earnings","2013","Monaghan","Male","Euro","29220"
"Median Annual Earnings","2013","Monaghan","Female","Euro","25734"
"Median Annual Earnings","2014","All counties (1)","Both sexes","Euro","33323"
"Median Annual Earnings","2014","All counties (1)","Male","Euro","36999"
"Median Annual Earnings","2014","All counties (1)","Female","Euro","29857"
"Median Annual Earnings","2014","Carlow","Both sexes","Euro","30599"
"Median Annual Earnings","2014","Carlow","Male","Euro","32515"
"Median Annual Earnings","2014","Carlow","Female","Euro","27656"
"Median Annual Earnings","2014","Dublin","Both sexes","Euro","35909"
"Median Annual Earnings","2014","Dublin","Male","Euro","40000"
"Median Annual Earnings","2014","Dublin","Female","Euro","32175"
"Median Annual Earnings","2014","Kildare","Both sexes","Euro","35504"
"Median Annual Earnings","2014","Kildare","Male","Euro","39972"
"Median Annual Earnings","2014","Kildare","Female","Euro","30876"
"Median Annual Earnings","2014","Kilkenny","Both sexes","Euro","32333"
"Median Annual Earnings","2014","Kilkenny","Male","Euro","35397"
"Median Annual Earnings","2014","Kilkenny","Female","Euro","29602"
"Median Annual Earnings","2014","Laois","Both sexes","Euro","33424"
"Median Annual Earnings","2014","Laois","Male","Euro","36654"
"Median Annual Earnings","2014","Laois","Female","Euro","30159"
"Median Annual Earnings","2014","Longford","Both sexes","Euro","29715"
"Median Annual Earnings","2014","Longford","Male","Euro","31534"
"Median Annual Earnings","2014","Longford","Female","Euro","27588"
"Median Annual Earnings","2014","Louth","Both sexes","Euro","31200"
"Median Annual Earnings","2014","Louth","Male","Euro","34694"
"Median Annual Earnings","2014","Louth","Female","Euro","27879"
"Median Annual Earnings","2014","Meath","Both sexes","Euro","34930"
"Median Annual Earnings","2014","Meath","Male","Euro","39836"
"Median Annual Earnings","2014","Meath","Female","Euro","30406"
"Median Annual Earnings","2014","Offaly","Both sexes","Euro","31542"
"Median Annual Earnings","2014","Offaly","Male","Euro","34268"
"Median Annual Earnings","2014","Offaly","Female","Euro","28839"
"Median Annual Earnings","2014","Westmeath","Both sexes","Euro","32561"
"Median Annual Earnings","2014","Westmeath","Male","Euro","35414"
"Median Annual Earnings","2014","Westmeath","Female","Euro","29376"
"Median Annual Earnings","2014","Wexford","Both sexes","Euro","29227"
"Median Annual Earnings","2014","Wexford","Male","Euro","32211"
"Median Annual Earnings","2014","Wexford","Female","Euro","25950"
"Median Annual Earnings","2014","Wicklow","Both sexes","Euro","34058"
"Median Annual Earnings","2014","Wicklow","Male","Euro","38966"
"Median Annual Earnings","2014","Wicklow","Female","Euro","29580"
"Median Annual Earnings","2014","Clare","Both sexes","Euro","33320"
"Median Annual Earnings","2014","Clare","Male","Euro","37614"
"Median Annual Earnings","2014","Clare","Female","Euro","29447"
"Median Annual Earnings","2014","Cork","Both sexes","Euro","33663"
"Median Annual Earnings","2014","Cork","Male","Euro","38582"
"Median Annual Earnings","2014","Cork","Female","Euro","29121"
"Median Annual Earnings","2014","Kerry","Both sexes","Euro","29573"
"Median Annual Earnings","2014","Kerry","Male","Euro","32735"
"Median Annual Earnings","2014","Kerry","Female","Euro","26618"
"Median Annual Earnings","2014","Limerick","Both sexes","Euro","32821"
"Median Annual Earnings","2014","Limerick","Male","Euro","36720"
"Median Annual Earnings","2014","Limerick","Female","Euro","29018"
"Median Annual Earnings","2014","Tipperary","Both sexes","Euro","31466"
"Median Annual Earnings","2014","Tipperary","Male","Euro","34544"
"Median Annual Earnings","2014","Tipperary","Female","Euro","28424"
"Median Annual Earnings","2014","Waterford","Both sexes","Euro","31772"
"Median Annual Earnings","2014","Waterford","Male","Euro","36208"
"Median Annual Earnings","2014","Waterford","Female","Euro","27491"
"Median Annual Earnings","2014","Galway","Both sexes","Euro","32272"
"Median Annual Earnings","2014","Galway","Male","Euro","34485"
"Median Annual Earnings","2014","Galway","Female","Euro","30249"
"Median Annual Earnings","2014","Leitrim","Both sexes","Euro","31429"
"Median Annual Earnings","2014","Leitrim","Male","Euro","32459"
"Median Annual Earnings","2014","Leitrim","Female","Euro","30142"
"Median Annual Earnings","2014","Mayo","Both sexes","Euro","30600"
"Median Annual Earnings","2014","Mayo","Male","Euro","33064"
"Median Annual Earnings","2014","Mayo","Female","Euro","28114"
"Median Annual Earnings","2014","Roscommon","Both sexes","Euro","31879"
"Median Annual Earnings","2014","Roscommon","Male","Euro","34440"
"Median Annual Earnings","2014","Roscommon","Female","Euro","29666"
"Median Annual Earnings","2014","Sligo","Both sexes","Euro","32562"
"Median Annual Earnings","2014","Sligo","Male","Euro","34051"
"Median Annual Earnings","2014","Sligo","Female","Euro","31009"
"Median Annual Earnings","2014","Cavan","Both sexes","Euro","30290"
"Median Annual Earnings","2014","Cavan","Male","Euro","32490"
"Median Annual Earnings","2014","Cavan","Female","Euro","27882"
"Median Annual Earnings","2014","Donegal","Both sexes","Euro","27415"
"Median Annual Earnings","2014","Donegal","Male","Euro","28405"
"Median Annual Earnings","2014","Donegal","Female","Euro","26259"
"Median Annual Earnings","2014","Monaghan","Both sexes","Euro","27780"
"Median Annual Earnings","2014","Monaghan","Male","Euro","29072"
"Median Annual Earnings","2014","Monaghan","Female","Euro","26000"
"Median Annual Earnings","2015","All counties (1)","Both sexes","Euro","33688"
"Median Annual Earnings","2015","All counties (1)","Male","Euro","37038"
"Median Annual Earnings","2015","All counties (1)","Female","Euro","30272"
"Median Annual Earnings","2015","Carlow","Both sexes","Euro","30690"
"Median Annual Earnings","2015","Carlow","Male","Euro","32624"
"Median Annual Earnings","2015","Carlow","Female","Euro","27907"
"Median Annual Earnings","2015","Dublin","Both sexes","Euro","36203"
"Median Annual Earnings","2015","Dublin","Male","Euro","40044"
"Median Annual Earnings","2015","Dublin","Female","Euro","32566"
"Median Annual Earnings","2015","Kildare","Both sexes","Euro","36052"
"Median Annual Earnings","2015","Kildare","Male","Euro","40287"
"Median Annual Earnings","2015","Kildare","Female","Euro","31600"
"Median Annual Earnings","2015","Kilkenny","Both sexes","Euro","32371"
"Median Annual Earnings","2015","Kilkenny","Male","Euro","35100"
"Median Annual Earnings","2015","Kilkenny","Female","Euro","29768"
"Median Annual Earnings","2015","Laois","Both sexes","Euro","33506"
"Median Annual Earnings","2015","Laois","Male","Euro","36525"
"Median Annual Earnings","2015","Laois","Female","Euro","30593"
